row_id,imdb_review_id,review_title,review_text,review_date,review_date_raw,movie_review_score,helpful_up,helpful_down,helpful_net,username,spoiler_collapsed_in_source_file,review_text_available,review_word_count,permalink
11,rw9248218,A Heartwarming Holiday Comedy That Spreads Joy and Laughter,"""Elf"" is a delightful holiday comedy that brings the Christmas spirit to life with warmth, humor, and a touch of whimsy. Directed by Jon Favreau, this film has become a beloved classic since its release, enchanting audiences of all ages with its endearing story and memorable characters. The movie follows Buddy, a human who mistakenly ends up in the North Pole as a baby and is raised as an elf. As Buddy grows older, he learns the truth about his origins and embarks on a journey to New York City to reconnect with his biological father. In the bustling metropolis, Buddy's innocent and childlike nature clashes with the cynicism of the modern world, leading to hilarious and heartwarming moments. Will Ferrell's performance as Buddy is nothing short of brilliant. He fully immerses himself in the role, capturing the essence of Buddy's childlike wonder and boundless enthusiasm with impeccable comedic timing. His infectious energy and genuine charm make him instantly lovable, and his interactions with the other characters are a joy to watch. The supporting cast, including James Caan, Zooey Deschanel, and Bob Newhart, delivers excellent performances, complementing Ferrell's comedic genius. Their chemistry and the genuine warmth they bring to their roles add depth and heart to the story. ""Elf"" is a visual treat, with vibrant and colorful sets that evoke the magic of the holiday season. The film's humor is a delightful mix of slapstick comedy, clever wordplay, and heartwarming moments that will leave you with a smile on your face. Beyond the laughs, ""Elf"" also carries a valuable message about the importance of family, kindness, and embracing the joy and wonder of the Christmas season. It reminds us to cherish the simple pleasures in life and to approach each day with childlike enthusiasm. In conclusion, ""Elf"" is a heartwarming and hilarious holiday comedy that has earned its place as a beloved classic. With its unforgettable characters, clever humor, and genuine warmth, this film is a must-watch for anyone seeking a dose of Christmas cheer. It captures the spirit of the season and reminds us of the power of love, laughter, and the magic that resides in all of us.",2023-08-09,"Aug 9, 2023",7.0,7,2,5,Videouploader2013,False,True,361,https://www.imdb.com/title/tt0319343/review/rw9248218/?ref_=tturv_perm_11
12,rw1473744,An Uplifiting and Cheerful Display of Raw Uninformed Innocence,"Will Ferrell does a great job here, and it's the perfect Christmas (Holiday) movie that can be enjoyed anytime of the year. The contrast of almost unbalanced folly of Will's character with those that encompass him, lends a great degree of innocence and non-stop joy and plenty of laughter as he leaves the mundane world of the usual, boring, and often time intolerance of the world in his dust. It's refreshing to see a story where others are encouraged to rise to the level of this main character instead of him being overwhelmed and dragged down by the majority of ""Cotten Headed Ninny Muggins"", a.k.a. the ""touch me not, speak to me not"" big city public psyche so familiar that many walk around with. For those that represent the general public in the movie, as well as the audience, Ferrell's character dares us to believe again, even for a moment of the magic of Christmas and tears down decades of political correctness to connect us with the late 60s and 70s when so many annual Holiday shows brought us a seemingly sustained desire to entertain ourselves with the magic that waxes then wanes but for a few short weeks each year. Whether a work of animation or raw theater, this refreshing story brings vitality and rekindles childhood memories for the kid in all of us.",2006-09-13,"Sep 13, 2006",10.0,67,23,44,Montezuma59,False,True,228,https://www.imdb.com/title/tt0319343/review/rw1473744/?ref_=tturv_perm_12
13,rw6352056,I'm still surprised this became a classic,"I remember when I saw ""Elf"" in the theater. I thought it was pretty funny. I never would have guessed that 17 years later it would become a Christmas classic. There are a lot of laughs in this movie. There's also a lot of good music. The cast is very likeable, especially a dreamy Zooey Deschanel. They all do a nice job. ""Elf"" has so much goodwill going for it that it almost gets over its bumps in the road. For some reason, it's never a completely satisfying watch with me.",2020-12-10,"Dec 10, 2020",6.0,11,5,6,pmtelefon,False,True,91,https://www.imdb.com/title/tt0319343/review/rw6352056/?ref_=tturv_perm_13
14,rw6399103,Not that good,"As a general rule, I don't like Will Ferrel movies, I find his over the top acting annoying and simply not funny. Elf was no exception. I watched Elf because it was hailed as the best Christmas movie of all times, I don't agree with that at all. It did have some cute elements that would have made an enjoyable film, but the annoying antics of Ferrel didn't work for me. But clearly I am in the minority - so there is that.",2020-12-25,"Dec 25, 2020",3.0,25,20,5,mjdk2,False,True,82,https://www.imdb.com/title/tt0319343/review/rw6399103/?ref_=tturv_perm_14
15,rw0875552,A Wonderful Christmas Movie! Absolutely Worth Seeing!,"Elf (2003) I sure wish they would have released this movie in December, it would have given it an even Christmas-ier spirit to it all. Elf was a hilarious movie about a guy named Buddy (Will Ferrel), who was raised by elves at the North Pole. He then discovers he isn't an elf, and travels to New York city to find his real father (James Caan). It turns out his that Buddy has a stepbrother and a stepmother (Mary Steenburghen). While there, he meets Jovie (Zooey Deschanel) at a store there, and falls in love. This movie is all about Christmas spirit and is wonderful and enjoyable. It's a great family movie. You should take you ands your family to it during the holiday season. This will be one of those Christmas movies that I will be able to watch over and over. I give Elf a 10/10.",2003-11-12,"Nov 12, 2003",,35,18,17,movies2u,False,True,150,https://www.imdb.com/title/tt0319343/review/rw0875552/?ref_=tturv_perm_15
16,rw9514212,"I like this movie, but not as much as others","I like Elf. I enjoy watching Elf. I find this movie amusing. However, I don't like it as much as many other people do, and that seems to turn them into angry elves. Will Ferrell's enthusiasm as he plays Buddy the Elf is contagious, and you can't help but smile at his innocent ignorance. James Caan also plays the part of the reluctant father so well that you wonder if he's actually going to kill Buddy. Where this modern Christmas classic starts to wear out its welcome is the ending, which unfortunately gets a little too cheesy for me. I'm happy to watch Elf every now and then, but not every year.",2023-12-24,"Dec 24, 2023",7.0,5,1,4,cricketbat,False,True,112,https://www.imdb.com/title/tt0319343/review/rw9514212/?ref_=tturv_perm_16
17,rw5159227,Classic Christmas spirit.,"This is the kind of Christmas movie you should be watching every 25th of December apart from your usuals. It's a wonderful story, with a strong Will Ferrell, playing an innocent, child-like, distracted elf who has no idea how the real world functions, as he is on the quest to search for his real family. He is willing to spread the Christmas spirit on a city which apparently hasn't got the spark in its eyes, so there is a hard task on his hands. The rest of the cast is wonderfully completed by Zooey Deschanel, James Caan, Mary Steenburgen, Daniel Tay, with Peter Dinklage and Bob Newhart in small roles. Ferrell definitely steals the movie; and his troubled relationship with his father (Caan) provides some funny and touching moments as well. Jon Favreau did quite a good job from the director's chair, turning this seemingly childish film into a marvelous choice for your Christmas movies of every year. Some even regard it as a classic, but well, I will let you be the judge of that.",2019-10-03,"Oct 3, 2019",8.0,42,13,29,patriciogl10,False,True,177,https://www.imdb.com/title/tt0319343/review/rw5159227/?ref_=tturv_perm_17
18,rw9376103,A Christmas classic for the right reasons,"It's hard to believe that I haven't seen ""Elf"" in the last twenty years but I figured that I'd fix that before the sequel is released. Which of course will never happen because the three stars (Will Ferrell, James Caan and director Jon Favreau) didn't hit it off. Which is a shame because this is a funny, well constructed story with its heart in the right place. Ferrell plays the role of Buddy the Elf and this is someone who embodies elf-life to a tee. He eats nothing but candy, thinks nothing of singing badly in front of strangers and just wants to spread happiness throughout the world. I know that it sounds cheesy but Ferrell pulls it off by being 100% committed to Buddy. He really is an innocent abroad in New York City. Caan plays his unsuspecting father (someone who's definitely on the naughty list) and his lack of reaction to Buddy's antics also plays well. The contrast between the two could not be starker. However the film is Favreau's baby and he really nailed it with this one. It's a feel-good film but it's not over the top. There are special effects but many of them were achieved in-camera and so don't look dated. Ferrell is allowed to be appropriately wacky but the film never makes fun of him. Instead it's a simple tale about a simple man/elf with a simple wish. You'd have to have a heart of stone not to grant his one true desire at such a festive time.",2023-10-14,"Oct 14, 2023",7.0,9,4,5,movie-reviews-uk,False,True,259,https://www.imdb.com/title/tt0319343/review/rw9376103/?ref_=tturv_perm_18
19,rw0971795,"Great, Clean Christmas movie!","It was so nice to be able to sit down and watch a movie featuring an SNL actor without having to mute or fast forward any crude parts. Granted, this may not be Will Farrell's most amazing performance, but if you want a new Christmas movie to watch this season, I highly recommend Elf. I talked to a few people who thought the movie was stupid, but that was because they were expecting Will Farrell's character to be a duplicate of his SNL performances. So, to fully enjoy this movie, watch it without any expectations and remember that it's okay to have a childlike sense of humor--nobody's too cool for a great Christmas movie. I love most all the movies from Adam Sandler, Rob Schneider, Will Farrell, Jim Carrey, Chris Farley, Chevy Chase, and David Spade, but most of them aren't appropriate for viewers of all ages. Elf is a movie you can throw in the VCR and not have to worry about what the kids hear or see on it. Thanks, Will, for putting out a hilarious movie that the whole family can watch!",2004-12-03,"Dec 3, 2004",10.0,95,43,52,dph570,False,True,186,https://www.imdb.com/title/tt0319343/review/rw0971795/?ref_=tturv_perm_19
20,rw4998414,"""Will Ferrell Is A Manbaby: The Movie""","I don't think this movie is bad, in fact whenever I have nothing better to do BUT watch this film I enjoy my time with it. But I don't get the praise or why it has garnered ""Christmas Classic,"" status. I'm sure I am missing something, but my complaints have already been vaguely explained up above.",2019-07-16,"Jul 16, 2019",6.0,11,5,6,svivschenk,False,True,56,https://www.imdb.com/title/tt0319343/review/rw4998414/?ref_=tturv_perm_20
21,rw3602553,WOW I forgot how great this film was,"BEWARE OF BOGUS REVIEWS. SOME REVIEWERS HAVE ONLY ONE REVIEW TO THEIR NAME. NOW WHEN ITS A POSITIVE REVIEW THAT TELLS ME THEY WERE INVOLVED WITH THE MOVIE. IF ITS A NEGATIVE REVIEW THEN THEY MIGHT HAVE A GRUDGE AGAINST THE FILM . NOW I HAVE REVIEWED OVER 200 HOLIDAY FILMS. I HAVE NO AGENDA. I AM HONEST ABOUT THEM. I saw ""Elf"" when it was first released theatrically in 2003. I did not see it again until 2016. I forgot everything about this film. What I can't believe was that I forgot how wonderful this film was. It does everything you want in a ""Christmas"" movie. This film is full of ""Christmas Spirit"" that most films never seem to capture. In this film On Christmas Eve in 1973, an orphaned infant boy stows away on Santa Claus' sack. When discovered back at the North Pole, he is adopted by Papa Elf. Papa Elf names his son Buddy. Buddy grows up at the North Pole believing he is an elf, but due to his human size is unable to perform elf tasks. When Buddy accidentally learns that he is human, Papa Elf explains that he was born to Walter Hobbs and Susan Wells, and was given up for adoption without Walter knowing. Susan died and Walter works at a book publisher in New York City. Buddy travels to find him, whom Santa indicates that Walter is on the naughty list due to his greed and selfishness. Buddy then is out to save Walter and Christmas itself. This should be on your must see watch list.",2016-12-20,"Dec 20, 2016",8.0,49,22,27,Christmas-Reviewer,False,True,264,https://www.imdb.com/title/tt0319343/review/rw3602553/?ref_=tturv_perm_21
22,rw0875621,"Funny, but lacking","The film is something quite intriguing with a very unique plotline; from the beginning it looks to be very promising and, is, in fact, promising. However, it misses a certain something that becomes more apparent throughout the film: after a while the pure immaturity of the Elf slowly begins to wear away on you until the film loses all of the original appeal that it had. Nonetheless, the film has some delightfully entertaining and hilarious portions, though overall it leaves much to be desired. The ending drags out painfully and becomes torturingly corny, nothing that is unpredictable about it. In spite of the ups and downs that one has when watching the film, it can still be called a decent film. There was some very good exercise of comedy and admittedly it is superior to many of the films that have come out, but if you were hoping for anything more than just a slightly entertaining film, you will be disappointed. Aside from the minimal comedy to keep you interested nothing more is offered by the story. The movie should make you laugh, and the movie is worth seeing, but again, it is far less than the Christmas classic that people are claiming.",2003-11-29,"Nov 29, 2003",7.0,7,3,4,jmverville,False,True,203,https://www.imdb.com/title/tt0319343/review/rw0875621/?ref_=tturv_perm_22
23,rw5261753,6.9 out of 10?!,This is the greatest Christmas movie mlm of all time and it deserves at least an 8 out of 10.,2019-11-16,"Nov 16, 2019",10.0,62,32,30,kylecubb,False,True,20,https://www.imdb.com/title/tt0319343/review/rw5261753/?ref_=tturv_perm_23
24,rw6383625,CLASSIC.,"Timeless classic. Will Farrell crushes it as Buddy, the title character. Feel good family film.",2020-12-20,"Dec 20, 2020",7.0,5,2,3,4170123W,False,True,15,https://www.imdb.com/title/tt0319343/review/rw6383625/?ref_=tturv_perm_24
25,rw0875526,An instant holiday classic: Ferrell's crowning achievement to date!,"ELF (2003) *** 1/2 Will Ferrell, James Caan, Mary Steenburgen, Edward Asner, Bob Newhart, Zooey Daschanel, Daniel Tay, Amy Sedaris, Faizon Love, Andy Richter, Kyle Gass, Michael Lerner, Artie Lange, Peter Billingsley, Peter Dinklage, Claire Lautier, Jon Favreau. Ferrell gives an inspired lunacy turn as a man who was raised by elves at The North Pole and discovers to his dismay he's actually human sparking his quest to be re-united with his long-lost father (Caan in an inspired bit of casting), a 'naughty-list' occupant, who works as a children's book publisher in New York City, just in time for Christmas. Hysterically funny thanks to the goofy yet sweet and wonderful turn by Ferrell (no one else could pull off the razor's edge of looking like an idiot yet retaining the innocent glee of a child and bares a striking resemblance to Tom Hanks' turn in 'BIG') with a great cast especially the beguilingly pretty Daschanel as his fellow Santa's Little Helper at Gimbels'who he falls in love with. Directed with style and witty warmth by Favreau (who has a cameo) and written by newcomer David Berenbaum with a smart, fun script that caters to all ages with a nostalgic nod to classic animated holiday specials for good measure. An instant holiday classic. Trivia note: Billingsley, best known as Ralphie from the yuletide cinematic classic, plays 'A CHRISTMAS STORY' the elf foreman!",2003-11-10,"Nov 10, 2003",,40,21,19,george.schmidt,False,True,234,https://www.imdb.com/title/tt0319343/review/rw0875526/?ref_=tturv_perm_25
26,rw1560054,Nice Family Christmas film,"Buddy (Will Ferrell) is a human brought up in the world of Elves at Santa's grotto in the North Pole by Papa Elf (Bob Newhart). When he finally realises he doesn't seem to fit in, he asks Papa Elf and learns that his dad (James Caan) lives in New York and he's on Santa's naughty list. So off he goes on a quest to find him. Elf is charming and funny throughout and Buddy's naivety in the big apple is an over-used premise that works with charm. He also meets a department store Elf (Zooey Deschanel) bringing a little romance to the tale. OK its full of clichés and the basic plot has been done to death, but the film is still a winner that cannot fail to entertain on some level. 7/10",2007-01-01,"Jan 1, 2007",7.0,2,0,2,mjw2305,False,True,135,https://www.imdb.com/title/tt0319343/review/rw1560054/?ref_=tturv_perm_26
29,rw1354633,Very Very Funny Movie!,"The most helpful thing I can tell you about this movie is that if you've got even a smidgen of a youthful spirit about you, then this movie will make you laugh until you cry....over and over. There's one scene where Elf and a gruffy fellow warehouse worker(who was a total stranger just a few moments before) are sitting on a pallet after smoking some dope, and are laughing really hard about something really stupid, and the Elf leans over and begins tickling the guy under the arms and shouting ""Tickle, Tickle!"" as they both topple over in hysteric ecstasy....and I thought I was going to have a coronary, I laughed so long and hard (after running the DVD back to watch the same scene about 5 times over!!!!! This is absolutely my favorite all-time comedy! I'm very hard to please when it comes to comedies, seeing most of them as just stupid, but Elf is in a class by itself.",2006-04-29,"Apr 29, 2006",9.0,38,19,19,etvetv2001,False,True,165,https://www.imdb.com/title/tt0319343/review/rw1354633/?ref_=tturv_perm_29
30,rw3604495,Reminds you that it's no fun being cynical,"At first glance, Elf would appear to be one of countless holiday- season cash-ins with daft costumes and even sillier special effects, featuring a well-known actor performing pantomime on a bigger budget and grabbing an easy pay-day in the process. That is stars Will Ferrell, one of cinema's most naturally hilarious funnymen who seems to be caught up in an endless loop of mediocrity - Blades of Glory and Stranger than Fiction excluded - as the titular human-turned- elf, bodes even worse. Throw in some little people dressed in elf costumes and a romance involving surely the only woman to accept a date with a man who claims to be from the North Pole, and it would seem like a movie tailor-made for a critical beat-down. Only Elf is genuinely charming, and even more alarmingly, incredibly funny at times. Using Ferrell's man-child comedy chops to the fullest extent, this may actually be the best work Ferrell has ever done. He plays Buddy, an orphan accidentally whisked off to Santa's homeland as a baby. Taken in by the sympathetic Papa Elf (the wonderful Bob Newhart), it doesn't take long until Buddy is towering over his adoptive father and his co-workers. Learning of his biological pop Walter (played by James Caan) and that he is in fact a human, the 6-foot elf journeys to New York City to be with his real family, only for his miserable publisher dad to shun him. Buddy learns that his world no longer buys into tales of flying reindeers and a jolly fat man who knows if we've been bad, disbelieving in the 'magic' of Christmas and draining the power from Santa's sleigh in the process. Directed by Jon Favreau and written by David Berenbaum, Elf is pretty standard stuff story-wise, and is hampered by a predictable sub-plot involving Walter's struggling publishing company and his dire need to lighten up. Yet there are many touching moments, particularly in the scenes involving Buddy and his young half- brother, and the former's awkward courting of a pretty toy store assistant (Zooey Deschanel) initially freaked out by his maniacal claims but who eventually succumbs to his hyperactive charms. It all inevitably leads to a climax built around a special-effect laden set-piece as Santa struggles to deliver the presents with a dying sleigh, but this is expected from a movie designed to win over those looking for something easy-going and festive. The world has grown cynical, and perhaps so have I, but Elf reminded me that it is no fun being so.",2016-12-22,"Dec 22, 2016",6.0,2,1,1,tomgillespie2002,False,True,434,https://www.imdb.com/title/tt0319343/review/rw3604495/?ref_=tturv_perm_30
31,rw7451622,Fantastic Christmas movie!,"Over the years this has become a classic, it never gets old! Funny and heartfelt, this Christmas movie is sure to put a smile on anyone's face. Love watching this movie every year with family!",2021-10-17,"Oct 17, 2021",10.0,13,4,9,ashlynn-kate1779,False,True,35,https://www.imdb.com/title/tt0319343/review/rw7451622/?ref_=tturv_perm_31
32,rw8753867,How does this only have 7/10 stars?,"No matter how many times I watch it I can still thoroughly enjoy it all the way to the end. If there was ever a Christmas movie to top all Christmas movies in the 21st century it is without a doubt Elf. Will Ferrel not only gives a spectacular performance (along with a great supporting cast) he carries the film without leaving a single shot wasted. With a perfectly fantastical score, beautifully nostalgic scenery and a very hilarious but original story this movie doesn't disappoint. What more can you ask for in a Christmas film? Whether you like it or not, this movie from start to finish is a classic and it's hard to say it's anything less.",2022-12-24,"Dec 24, 2022",8.0,10,3,7,romanthompson-16740,False,True,118,https://www.imdb.com/title/tt0319343/review/rw8753867/?ref_=tturv_perm_32
