row_id,imdb_review_id,review_title,review_text,review_date,review_date_raw,movie_review_score,helpful_up,helpful_down,helpful_net,username,spoiler_collapsed_in_source_file,review_text_available,review_word_count,permalink
20,rw6270725,F-cken Wow!,"I don't feel like watching a three hour film about a bunch of wholesome small town rubes, that has imaginary sets like they had in Our Town or like they have in experimental, no budget East Village New York theater. Alright, I have little else to do while in Covid isolation and Nicole Kidman is always compelling. I'll give the film a few minutes. If it's mildly interesting, maybe I'll watch an hour at a time, over the next few nights. I couldn't move. I couldn't force myself to get up to make a drink or use the bathroom. I was absorbed in every minute of what has to be one of the most compelling and thought provoking films I've ever seen. Maybe recent political events and middle American small town sensibilities that have come to light over the past few years had some effect on my response to this potent powerhouse. Whatever got me there didn't leave room to go back. I'll leave my review simple, as the film seems to be, at initial glance. I knew nothing about where it was going when I turned it on and I recommend that you go in knowing as little as possible. You won't be able to look away as you watch it gets there. Nicole is perfectly cast, as is James Caan, who is well worth waiting two and a half hours for. I'll say nothing else except you can expect to have your perspective forever altered by this one.",2020-11-14,"Nov 14, 2020",10,9,2,7,zacdawac,False,True,250,https://www.imdb.com/title/tt0276919/review/rw6270725/?ref_=tturv_perm_20
21,rw0994622,What I got myself into...an unbelievable film.,"When I went into the movie theater to see this film I didn't really know what I was getting myself into. All I knew was that ""Dogville"" had Nicole Kidman in it- an actress I have always liked- and Lars von Trier, a director I have always respected. I was quickly surprised by what the film was. Set entirely on a stage/sound stage I couldn't believe my eyes. As a theatre actor it was exciting to see how this all was going to work out. Dogville did not disappoint. Lars von Trier clearly creates a town that may seen ordinary and odd into masterful. Nicole Kidman was excellent and the supporting cast was flawless. It was great to see Lauren Bacall and I enjoyed her performance. When I first saw Paul Beattany in the film all I could think of was the awful film ""A Knight's Tale"" that he is also in. However he proved me wrong in his well developed character. Patricia Clarkson was great in her role as Vera, she is a stunning actress. If she keeps getting these great roles an Oscar is sure to be in her future. The film on the whole is wonderful. My only complaint was the length. Around the 2 hour mark I was getting kind of antsy, but the film brought me back to finish the roller coaster ride that the film gave. Truly an original. Go see it.",2005-01-08,"Jan 8, 2005",9,90,61,29,obscure105,False,True,238,https://www.imdb.com/title/tt0276919/review/rw0994622/?ref_=tturv_perm_21
23,rw7030011,G R E A T,"I am not into LvT movies, but this one got me hooked. The story draws you in, does not seem overly long ( although technically it is ), lets you feel with the young woman, and then shocks you ... till the grand finale. I would like to call it a ""based"" movie for a lack of a better description. WATCH IT.",2021-06-14,"Jun 14, 2021",9,4,0,4,braunbart,False,True,62,https://www.imdb.com/title/tt0276919/review/rw7030011/?ref_=tturv_perm_23
25,rw0792709,Pretentious,"I saw this film when in opened in Copenhagen last June. After seeing it I was convinced that someone would have some sense and not release it in North America. Nicole Kidman was riding high on her Oscar win for The Hours (another waste of two hours of my life) and I expected something interesting with Lars Von Trier directing. What did I get for my $18 (Cdn)? Answer: the most pretentious movie I have ever seen in my life. I would expect something like this to come from a 1st year film student at a small community college with all his/her friends ""acting"". This film is not clever, the dialogue is downright boring and when it is not boring you to death it is downright laughable. There is a scene with James Caan and Nicole Kidman where the conversation comes across as written by a high school student. Avoid this movie at all costs. 1/10",2004-03-29,"Mar 29, 2004",1,97,101,-4,beerme,False,True,156,https://www.imdb.com/title/tt0276919/review/rw0792709/?ref_=tturv_perm_25
26,rw1941365,A film which is stunning in its simplicity.,"Initially I found the 'play' set-up gimmicky and disconcerting, however I soon forgot all about the framing and became fixated on the picture itself. There are no special effects nor camera tricks and make-up is kept to a bare minimum, which allows us to focus purely on the story and the quality of the acting; both of which are exemplary. Nicole Kidman is amazing as usual bringing a wonderful vulnerability and frailty to her character which conceals an underlying ruthlessness and brutality. Ample support comes from co-stars Betthany and Chloe Sevigny and in truth the whole cast is frighteningly convincing. The story is simple, a young woman who it appears is on the run from the mob seeks refuge in a small town known as Dogville. The residents who are initially wary of her soon warm to her and welcome her into their midst. This however, comes with a price she must do small favours in return for refuge. Inevitably greed, desire and mistrust take over the residents which corrupts them and has devastating consequences for all involved. The dramatic shift in the mentality of the townspeople is so well handled and expertly crafted by Von Trier, that it makes the emotional payoff which one receives at the end of this film even greater. It is utterly compelling and has universal themes. Ultimately, this is a film which may serve as a cautionary tale for all self-proclaimed 'civilised' societies and as a treatise upon karmic retribution.",2008-09-05,"Sep 5, 2008",,59,14,45,miriamgaynor,False,True,246,https://www.imdb.com/title/tt0276919/review/rw1941365/?ref_=tturv_perm_26
27,rw5451069,When less is better.,"A masterpiece by Lars von Trier. It takes out every aspect of flashy films that distracts the viewer from what matters the most, narrative and acting. Engaging from the first minute, not knowing what to expect, just the fact that von Trier always puts us in a very unpleasant spot. This film proves that there are other ways of making a film. The recreation of sounds not visually there and the abstraction of scenery is incredible as it puts all your focus into what is really going on. Also, Nicole Kidman's acting is superb.",2020-02-01,"Feb 1, 2020",10,6,1,5,murlac,False,True,94,https://www.imdb.com/title/tt0276919/review/rw5451069/?ref_=tturv_perm_27
28,rw5796775,You can't unsee Dogville,"Nicole effing Kidman. WOW. I really really wish I could unsee Dogville. I went in knowing nothing about the movie. Nine chapters...blah I hate long movies. Apparently they couldn't afford a decent movie set too. I'll give it a chance, but so far this movie is cheaply made and dumb. AND THEN the twist comes. Nicole absolutely made this movie. The way she depicts Grace is just amazing. It's one of the most disturbing movies I have ever seen. Afterwards, you soak it in. I found myself thinking ""I would never do that..."" This movie is the most surreal, accurate depiction of humanity and it's incredibly chilling. I honestly don't think I could sit through another viewing of Dogville, it is that intense.",2020-06-03,"Jun 3, 2020",9,6,1,5,birdsonthings,False,True,123,https://www.imdb.com/title/tt0276919/review/rw5796775/?ref_=tturv_perm_28
31,rw7789781,A movie like a novel,"It is a narrative like a novel about the individual, society and being human. It was a unique to experience to watching the sequences as them attributing meanings metaphorically and at the same time feeling the inner struggle of human beings with the same existential questionings. It was a great movie.",2022-01-22,"Jan 22, 2022",9,3,0,3,tolgadehmen,False,True,51,https://www.imdb.com/title/tt0276919/review/rw7789781/?ref_=tturv_perm_31
33,rw1840065,Goof film. We'll never see it again!,"I started writing a response in the thread and it quickly became a review of the entire thing so just popped it here instead.... I wasn't sure about this one when I realised the concept and kept resisting my urge to expunge it from my player during the first 30 min. But it was a good film despite my partner and I wishing to crush the life out of all the players... The ending as it was became an inevitability. Both to satisfy us as viewers that had suffered along with the girl and also to make the point - a point that might have arguably been made just as succinctly in a 60-80min movie... A bit less NYPD blue camera work would have been appreciated - shaking a camera doesn't fool the audience into thinking you had more than one rolling on any given take and can be REALLY annoying. But there was also some very nice camera work and a similar film done ina more conventional means on location would have been dazling. Great cast, I guess filming in a tight timeframe, in a studio and giving the cast one outfit to wear throughout you can splurge on casting. It paid off in my opinion... and what a treat to see who turns up! I couldn't help but liken my experience seeing this to sitting through Angelas' Ashes. Frsutration - but at least this one gave you one hell of a payoff. Not one we will be seeing again ever!",2008-03-15,"Mar 15, 2008",7,6,5,1,SmokeyTee,False,True,252,https://www.imdb.com/title/tt0276919/review/rw1840065/?ref_=tturv_perm_33
35,rw9112733,Why all the fuss?,"I really don't get why everyone raves about this movie. I think it's because people are too easily fooled that something different and artistic must also be good. I don't think it's a terrible movie, but it's incredibly predictable, and most of the performances, particularly Nicole Kidman's, are uninspired and boring. (But then, I've always found her to be highly over-rated as an actress.) The only interesting thing about the film is its use of rehearsal style stage sets as the setting for the town, which I was absolutely intrigued by. For about five minutes. After that, it was nothing more than a flimsy mask trying to distract you from the fact that the ending can be guessed from the first ten minutes of the movie, and the actors just seem to be going through the motions. The film boasts some incredible names, like Lauren Bacall and Ben Gazzara, who should have been the real draws of the film, but who are terribly under-used. I think people just rave about it because it's the fashionable thing to do. But the truth is that this film, its story and its characters, don't have one ounce of depth or fascination. And dragging it out for nearly three hours feels like nothing more than an ego-stroke by von Trier, who is notorious for indulging himself over all his movies. Not a terrible film. Worth seeing once, I suppose. But I have no desire to ever re-visit it. Final analysis: over-inflated and over-rated.",2023-06-10,"Jun 10, 2023",6,3,2,1,astena,False,True,249,https://www.imdb.com/title/tt0276919/review/rw9112733/?ref_=tturv_perm_35
36,rw2602232,3 hours of tedium,"Excellent acting, excellent narration, unusual sets, etc. Might have worked if the story wasn't so weak and the characters so shallow. I suppose that such 'bold' film making might appeal to fringe art types who will no doubt gush about the various nuances that I am too unsophisticated to pick up. It is also possible that there are some aspects of the weak, manipulative characters in the film that might appeal to those who find their 'entertainment' in causing the needless suffer of others. It simply didn't work for me. I consider this a 3hr waste of time. Watched the whole thing to see if would ever redeem itself - and it didn't. Threw the DVD in the garbage.",2012-04-25,"Apr 25, 2012",1,51,49,2,lkarnis-354-211893,False,True,119,https://www.imdb.com/title/tt0276919/review/rw2602232/?ref_=tturv_perm_36
37,rw0960843,A lyric movie about society,"This movie is not the best I've ever seen, and probably not as good as ""Breaking the Waves"". But I left the theatre astonished, shocked, sad, confused, and a bit angry with the director, for being so cruel (and true?) in portraying human behaviour with vulnerable people, for using no props, for forcing me to watch the characters in their eyes and facial expressions 'cause there was nothing to draw my attention away. But this movie deserves to be seen, because that's what an artist is supposed to do, to share a bit of his thoughts and views, without giving answers, but arousing emotions and questions: and it has probably more right to be than other blockbuster movies sold by studios with nothing but what people like to see in it.",2004-11-11,"Nov 11, 2004",,153,61,92,ale82pineapple,False,True,131,https://www.imdb.com/title/tt0276919/review/rw0960843/?ref_=tturv_perm_37
40,rw2595436,The Cunning Von Trier!,"After watching Synecdoche, New York, I lost the expectation to be able to find movies that would offer me the same level of catharsis that's incited by Synecdoche, New York. But Dogville was the proof of my false assumption. However, emotional release is probably the last thing that speaks the greatness of this movie. How Von Trier deceives and plays his audience like puppets through Dogville are things that make me consider putting this movie side to side with Synecdoche, New York. Through this movie, Von Tier invites you to a seemingly sophisticated discussion on human nature and morality. He treats you like an equal colleague and nods in an agreement on whatever ideas you proposed while gently directs you to ideas and point of views that will be employed to make his point. He will provoke you a little and then discuss your reaction to the provocation before supporting your rationalization with an inaudible patronizing tone. In the end, he will hand you a gun and tell you that you have made a perceptive point. You'll start blazing that gun to all directions. And you know that it's already too late when you hear a tiny giggle coming from behind. You maybe dismiss that victorious giggle altogether and delude yourself into believing that you only do what you're doing for humanity. Or, you can laugh in a horrible excitement without noticing Von Trier's giggle and accept his view on humanity. Either way, you lose. 10/10",2012-04-11,"Apr 11, 2012",10,12,9,3,Robbi15,False,True,246,https://www.imdb.com/title/tt0276919/review/rw2595436/?ref_=tturv_perm_40
41,rw4884968,Slow start but only gets better. An analysis of mankind and society,"When you tune into 'Dogville', first thing you will notice: the setting. It looks very simplified and like on a theater stage with only some props and outlines on the ground for walls. Made me believe somebody wanted to save some money but it actually makes you focus more on the characters and story and is a welcomed change amongst all the movies which don't use this technique. Nicole Kidman was the perfect cast and Paul Bettany suits very well to her. The plot has lots of elements of Drama, small bits of Mystery, Crime. Somewhat poetically written, focus on acting, plot and the psyche of human beings.",2019-05-24,"May 24, 2019",9,6,3,3,mardalsfossen01,False,True,108,https://www.imdb.com/title/tt0276919/review/rw4884968/?ref_=tturv_perm_41
42,rw1007644,"Dogville, A New Medium for Film...","Given my theatre background, Dogville is extremely appealing to me. The Film completely changes the way Film medium is usually represented on the big screen. Not many filmmaker is willing to risk there creativity in other medium like live theatre. I think it was at the turn of the century, there were something called televised theatre, which is the broadcast of live theatre performances. As the development of many new media technology and the ""impossibility of nothing"", live theatre is dying. Seeing a film like Dogville for me, as a theatre goer, is quite exciting. Dogville doesn't belong to any film genre that's already existed, but the film itself is a new form of contemporary cinema. and I hope I can see more film work like it.",2005-01-26,"Jan 26, 2005",9,7,4,3,hyperdirector,False,True,127,https://www.imdb.com/title/tt0276919/review/rw1007644/?ref_=tturv_perm_42
43,rw10602845,After math of watching Dogville-,"I reflected upon myself after watching this film. It was quite tough, but I tried it. Few things about myself that got clarified or that I realized after watching this masterpiece. >If you value any people (Most of them) in general too much, they take you for granted. >You must not show your vulnerability to anyone. Only to very close one's cause, they might blackmail you or take advantage of you. >One cannot know his/her true nature unless given a real ungoverned power over another living being. >I know one thing about myself. That is, I treat humans as humans. I wonder how could you do something evil to someone who is just like you. They too think, reason, feel, dream, love. How could you do it? How could you scar someone for their life, for your own benefits/profits. How can someone be so selfish? How can someone not value another human's feelings or state/condition? - I believe most people who does these, they don't see people as humans or they think they are better, or they look down on other people. This film also made me question about morality. >Isn't morality a man-made thing? -- It is, Morality emerges from humans trying to live together without tearing each other apart, so it sure as hell is a man-made thing. But that doesn't mean that you should rip off yourself with morals. It's necessary to live in a civilized society, Afterall we are all humans. Treating other humans same as you'd treat yourself is the main core. Morality isn't the core. Humanity is.",2025-06-29,"Jun 29, 2025",10,2,0,2,yogeshmhto,False,True,263,https://www.imdb.com/title/tt0276919/review/rw10602845/?ref_=tturv_perm_43
44,rw1063269,Challenges the boundaries of what we can expect from films.,"Nicole Kidman stars in this extraordinary film as Grace, a woman on the run from mobsters, who is taken in by the residents of a small and isolated town called Dogville. Gradually the townsfolk turn against her, and blackmail her into accepting increasing levels of abuse, but there's a twist in the tale. The film's most startling feature is the fact that all the action takes place on a set, representing the town, with no buildings and no scenery. When viewed from above, the town has the appearance of a giant Cluedo board. This has the effect of making the town seem far smaller than it normally would. This is far more than just a stylistic flourish. As the audience is able to see through walls, they can view everything that goes on in the town, provided of course that the camera is pointing in the right direction. This emphasises the elusiveness of privacy in a small community where everyone knows everyone else's secrets. While the townspeople act as if the walls are solid, in fact they are only too aware of what goes on behind closed doors, but won't act to disturb the superficial calm. This makes a negative suggestion about human nature; that given the chance human beings will exploit vulnerable people rather than protecting them. Because there is no scenery to serve as a distraction, the viewer's attention is solely focused on the performances, which are uniformly superb. Kidman demonstrates that despite her star status she is not averse to taking risks, and Paul Bettany is excellent as the man who tries to defend her against the rest of the townsfolk. Dogville challenges the boundaries of what we can expect from films, and does so with considerable success. The only downside is the end credits, which unnecessarily court controversy, and spoil an otherwise subtle film, which deserved better.",2005-04-19,"Apr 19, 2005",7,3,2,1,eagle_owl,False,True,311,https://www.imdb.com/title/tt0276919/review/rw1063269/?ref_=tturv_perm_44
45,rw10074239,A Bold Theatrical Masterpiece,"""Dogville"" is a profoundly impactful film that deserves every bit of its perfect 10/10 rating. Directed by Lars von Trier, this unique narrative unfolds in a minimalist, almost theatrical setting, which enhances its powerful storytelling. Nicole Kidman delivers an extraordinary performance as Grace, a woman seeking refuge in a small town, only to face the harsh realities of human nature. The film brilliantly explores themes of morality, power, and community through its stark portrayal of life in Dogville. The unconventional structure, with its bare stage and lack of typical scenery, forces the audience to focus on the characters and their complex relationships. This approach makes every interaction feel significant, highlighting the moral dilemmas and dark secrets of the townsfolk. The supporting cast, including Paul Bettany and Lauren Bacall, adds depth and nuance to the narrative, making the emotional impact all the more profound. ""Dogville"" is not just a film; it's an experience that challenges viewers to confront uncomfortable truths about society and humanity. For anyone seeking a thought-provoking cinematic journey, ""Dogville"" is an absolute must-see!",2024-10-17,"Oct 17, 2024",10,2,0,2,DramaDiva_ActionQueen,False,True,175,https://www.imdb.com/title/tt0276919/review/rw10074239/?ref_=tturv_perm_45
